ID,Status,Business Unit,Issue ID,Action Plan Name,Issue Source,Action Plan Description,Action Plan Validation Steps,Linked to Regulatory Engagements,Technology Dependent,Action Plan Target Date,Action Plan Validation Target Date,Action Plan Owner,Action Plan Approver,Action Plan Owner Record Manager,Action Plan Approver Record Manager,Interested Parties,Hyperlinks,fxValidateRoleAssignments,Action Plan Linked To,Action Plan Health Check,Progress Updates,Issue - Target Closure Date,Action Plan Start Date,Due Date Extension Count,Validation Failure Count,Original Action Plan Target Date,Current Action Plan Target Date,State at Last Save,Date Action Plan Closed,Override - All,Override - Users,Due Date Extensions,Extension Issue ID,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Action Plan Record Complete,Confirm Closure Validation,Closure Validation Justification,Action Plan Closure Sign-Off,Action Plan Closure Sign-off Date,Confirm Secondary Validation,Secondary Validation Comments,Secondary Validation Sign-Off,External Validation Sign-off Date,Engagements,Original Register,Original ID,Original Created Date,Original Closed Date,Original Link,Migrated Record,Create Date,Created By,Last Modified Date,Last Modified By,System Status
1023906,In Progress,Square - Credit - International Loans,,Update to the communication process from Customer Service to Loan Operations,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"When Sellers indicate interest in a payment plan, CS will gather comprehensive information including the monthly amount they can afford and their preferred start date. However, CS must clarify that these terms are not guaranteed and remain subject to negotiation with Square. 
 

 A detailed list of questions will be provided in the Squarewise article to guide CS through the information-gathering process. Loan Ops will only offer payment amounts equal to or less than the minimum amount specified in the loan agreement, with minimum payments scheduled every 60 days. This approach ensures fair and consistent outcomes for Sellers. As noted above, the Squarewise articles for CS will be updated, and the Loan Ops SOP will be reviewed and revised accordingly.",Confirm new process has been updated in the SOPS for both CS and LO,,,12/31/2026,12/31/2026,Henry Pham,Lance Howard,,,,,Valid,Issue Management | Issue Management Program | ID 1043024,,,12/31/2025,01/28/2026,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1023906,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/23/2026 10:07:15 AM,Shannon Foo,01/28/2026 4:08:41 PM,Shannon Foo,active
1023908,In Progress,Square - Credit - International Loans,,Refresher training and review for refunds where a debit has occured,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Re-training and reminders will be implemented for Banking Loan Ops regarding hardship payment plans below the minimum payment amount. 
 

 During the payment plan negotiation stage, a minimum payment delay must be applied to the account for 14 days to prevent debits from being processed. It's important to note that if Sellers request this on the day of the debit, there is no guarantee that applying a minimum payment delay will stop the debit from occurring. Loan Ops will review, if refunds can be provided in certain situations where a debit has occured. If yes, the relevant SOP will be updated. 
 

 Loan Ops will also be reminded to actively monitor both their individual Salesforce queues and the AU Loan Ops Cases queue to ensure responses are being provided to customers.",Confirm training has occurred and review of potential refunds,,,12/31/2026,01/31/2027,Henry Pham,Lance Howard,,,,,Valid,Issue Management | Issue Management Program | ID 1043027,,,12/31/2026,01/28/2026,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1023908,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/23/2026 10:11:57 AM,Shannon Foo,01/28/2026 4:08:16 PM,Shannon Foo,active
1023910,In Progress,Square - Credit - International Loans,,Exploration of self -serve payment plans and review and updating of macros,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Self-serve payment plans are currently being explored for international markets, including Australia. This feature should significantly reduce the volume of inquiries directed to CS and Loan Ops, as Sellers will be able to set up payment plans independently through their Square Dashboard. While the target rollout is 2026, there is potential for delays. 
 

 Regarding payment plan macros, we will update them to extend the negotiation window for Sellers from 3 days to 14 days (or 10 business days), providing adequate time for them to respond to emails.
 

 A review will also be undertaken to update outdated macros and/or deprecate any macros which are no longer required",confirm the outcome of the review and if macros have been updated,,,12/31/2026,01/31/2027,Henry Pham,Lance Howard,,,,,Valid,Issue Management | Issue Management Program | ID 1043030,,,12/31/2026,01/28/2026,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1023910,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/23/2026 10:17:46 AM,Shannon Foo,01/28/2026 4:07:55 PM,Shannon Foo,active
1023912,In Progress,Counsel - Square Compliance,,"Compliance will design, approve and embed a consumer protection policy and standard for vulnerable customers",Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"By September 2026, design, approve, and embed a Consumer Protection Policy and supporting standards for vulnerable customers, establishing clear principles, decision-making requirements, and minimum service standards to ensure fair, consistent, and appropriate outcomes for vulnerable consumers and alignment with regulatory expectations.",Confirm if the policy has been established and is live,,,09/30/2026,10/31/2026,Kathryn Boltuzic,Lance Howard,,,,,Valid,Issue Management | Issue Management Program | ID 1043030,,,12/31/2026,01/28/2026,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1023912,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/23/2026 10:19:12 AM,Shannon Foo,01/28/2026 4:07:43 PM,Shannon Foo,active
1023914,In Progress,Square - Credit - International Loans,,Update to SOP and refresher training,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"The Onboarding Loan SOP will be updated to include manual verification when the loan application date is less than 3 days from the Seller's initial processing, as loan offers should only be extended from Day 5 of minimum GPV processing. 
 

 Regarding other instances identified, we noted that a new agent was undergoing training on Onboarding Loan cases, so errors were expected during this learning period. 
 

 Training will be reinforced to ensure that the Credit Review Requirements Tab, ATO document review, and Public Search/PPSR documents are uploaded to the unit token for every search conducted.",Confirm if update to SOP was completed and refresher training provided,,,12/31/2026,01/31/2027,Henry Pham,Lance Howard,,,,,Valid,Issue Management | Issue Management Program | ID 1043033,,,12/31/2026,01/28/2026,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1023914,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/23/2026 10:23:17 AM,Shannon Foo,01/28/2026 4:07:22 PM,Shannon Foo,active
1024566,In Progress,"CS Direct, Advanced Support Leadership",,"Review, assess and update definition for the ""initial date of complaint""",Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Square and Block Complaint Management to review and assess the definition for the ""initial date of complaint"" as expected by RG271, the Block Global Complaints Program standard and Global CS Complaints Process SOP and determine the correct definition to be applied. 
 Dependent on the decision above, updates will be made to the Block Global Complaints Program Standard, Global CS Complaints Process SOP and the AU Complaints Management Runbook.","1. Confirm with Square and Complaint Management on the definition for the ""initial date of complaint""
 2. Check that the Block Global Complaints Program Standard, Global CS Complaints Process SOP and the AU Complaints Management Runbook have been updated to align with the new definition for ""initial date of complaint""",,,04/01/2026,04/01/2026,Reuben Malicoat,Lance Howard,,Alanna Ong,Amber Kinsella,,Valid,Issue Management | Issue Management Program | ID 1043689,,,04/01/2026,01/30/2026,,,04/01/2026,04/01/2026,In Progress,,FALSE,,,1024566,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/24/2026 7:36:23 AM,Alanna Ong,01/30/2026 5:26:48 AM,Alanna Ong,active
1024568,In Progress,"CS Direct, Advanced Support Leadership",,Feedback on ‘Closed Date’ will be addressed,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"The CM team has remediated these issues through form updates rolled out in December 2025: 
 - ‘Line of Business’ now applies to AU only, with the AU team scheduled to receive training on the updated form in Q1 2025 per annual requirements. 
 - ‘Intake Channel’ has been automated within the form to ensure accurate reflection. 
 - ‘Product’ classification accuracy is maintained through team review of all non-Tier 3 complaints, with instructions provided to ensure data field accuracy during case review.
 

 The ‘Closed Date’ will be addressed in an upcoming Calibration session, and Gemini notes will be shared to verify completion of this.","1. Ensure that the latest complaints training includes the new form updates. 
 2. Ensure that ""Closed Date"" feedback is addressed through Gemini Notes from the calibration session",,,04/01/2026,04/01/2026,Reuben Malicoat,Lance Howard,,Alanna Ong,,,Valid,Issue Management | Issue Management Program | ID 1043692,,,04/01/2026,01/30/2026,,,04/01/2026,04/01/2026,In Progress,,FALSE,,,1024568,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/24/2026 7:46:29 AM,Alanna Ong,01/30/2026 5:37:26 AM,Alanna Ong,active
1025226,In Progress,Counsel - Cash Compliance,1044346,Transaction Monitoring - Management will ensure procedures are reviewed in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Compliance Operations Program Management (COPM), which is responsible for program-level procedure governance, will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square Europe Ltd. (UK) Transaction Monitoring procedures in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.
 COPM will reinforce annual review expectations, formally assign accountable document owners (DRIs), and require the use of approved tracking mechanisms (e.g., JIRA and/or documented reminder workflows) to ensure timely completion of annual reviews and approvals. COPM will maintain centralized oversight to monitor review status and confirm that reviews, approvals, and updates are completed and documented in accordance with regulatory and internal requirements.","COPM will reinforce annual review expectations, formally assign accountable document owners (DRIs), and require the use of approved tracking mechanisms (e.g., JIRA and/or documented reminder workflows) to ensure timely completion of annual reviews and approvals. COPM will maintain centralized oversight to monitor review status and confirm that reviews, approvals, and updates are completed and documented in accordance with regulatory and internal requirements.",Linked to Regulatory Engagements,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1044346,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025226,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 5:51:58 AM,Amber Malik,02/04/2026 11:10:28 AM,Amber Malik,active
1025228,In Progress,Counsel - Cash Compliance,1044346,Square Globa Investigations - Management will ensure procedures are reviewed in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Compliance Operations Program Management (COPM), will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square Europe Ltd. (SEL) SAR Investigations procedures in accordance with the Square Financial Crimes Operations Change Management Procedure Approval Matrix and documented review requirements.
 COPM will reinforce annual and ad-hoc review expectations, assign accountable DRIs, and require use of formal tracking mechanisms (e.g., JIRA and/or documented reminders) to ensure timely review and approval of SAR Investigations procedures. COPM will maintain ongoing oversight to validate that reviews are completed, approved, and retained as required.","COPM will reinforce annual and ad-hoc review expectations, assign accountable DRIs, and require use of formal tracking mechanisms (e.g., JIRA and/or documented reminders) to ensure timely review and approval of SAR Investigations procedures. COPM will maintain ongoing oversight to validate that reviews are completed, approved, and retained as required.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1044346,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025228,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 5:59:22 AM,Amber Malik,02/04/2026 11:09:45 AM,Amber Malik,active
1025230,In Progress,Afterpay Product Security,1045002,"Management will update SLA documentation, conduct transaction monitoring procedure reviews, perform SLA monitoring and training for transaction monitoring agents on revised requirements.",Self-Identified - Second Line of Defense (2LoD),"1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square Europe Ltd. (UK) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. SLA Monitoring and Accountability
 Management will enhance daily SLA monitoring for Transaction Monitoring alerts, using the existing Tableau dashboard to track cases nearing SLA thresholds and ensure timely Operations leadership intervention. Management will also address incorrect case assignment by the external partner AMLRS and limit deferred alert statuses, with full resolution expected through the transition to Notary. Regular SLA reviews and escalation protocols will be maintained for SLA risks or breaches.
 

 4. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.","1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square Europe Ltd. (UK) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. SLA Monitoring and Accountability
 Management will enhance daily SLA monitoring for Transaction Monitoring alerts, using the existing Tableau dashboard to track cases nearing SLA thresholds and ensure timely Operations leadership intervention. Management will also address incorrect case assignment by the external partner AMLRS and limit deferred alert statuses, with full resolution expected through the transition to Notary. Regular SLA reviews and escalation protocols will be maintained for SLA risks or breaches.
 

 4. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Ryan Goldstone,Anjali Khullar,,,,Valid,,,,11/30/2026,01/27/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025230,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 9:11:12 AM,Amber Malik,01/27/2026 9:18:13 AM,Amber Malik,active
1025233,In Progress,Counsel - Cash Compliance,1045002,"Management will update SLA documentation, conduct transaction monitoring procedure reviews, perform SLA monitoring and training for transaction monitoring agents on revised requirements.",Self-Identified - Second Line of Defense (2LoD),"1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square Europe Ltd. (UK) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. SLA Monitoring and Accountability
 Management will enhance daily SLA monitoring for Transaction Monitoring alerts, using the existing Tableau dashboard to track cases nearing SLA thresholds and ensure timely Operations leadership intervention. Management will also address incorrect case assignment by the external partner AMLRS and limit deferred alert statuses, with full resolution expected through the transition to Notary. Regular SLA reviews and escalation protocols will be maintained for SLA risks or breaches.
 

 4. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.","1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square Europe Ltd. (UK) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. SLA Monitoring and Accountability
 Management will enhance daily SLA monitoring for Transaction Monitoring alerts, using the existing Tableau dashboard to track cases nearing SLA thresholds and ensure timely Operations leadership intervention. Management will also address incorrect case assignment by the external partner AMLRS and limit deferred alert statuses, with full resolution expected through the transition to Notary. Regular SLA reviews and escalation protocols will be maintained for SLA risks or breaches.
 

 4. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1045002,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025233,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 9:50:05 AM,Amber Malik,02/04/2026 11:10:53 AM,Amber Malik,active
1025236,In Progress,Counsel - Cash Compliance,1045069,Transaction Monitoring (SIL) - Management will ensure procedures are reviewed in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Compliance Operations Program Management (COPM), which is responsible for program-level procedure governance, will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square International Ltd. (EU) Transaction Monitoring procedures in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.
 COPM will reinforce annual review expectations, formally assign accountable document owners (DRIs), and require the use of approved tracking mechanisms (e.g., JIRA and/or documented reminder workflows) to ensure timely completion of annual reviews and approvals. COPM will maintain centralized oversight to monitor review status and confirm that reviews, approvals, and updates are completed and documented in accordance with regulatory and internal requirements.","Compliance Operations Program Management (COPM), which is responsible for program-level procedure governance, will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square International Ltd. (EU) Transaction Monitoring procedures in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.
 COPM will reinforce annual review expectations, formally assign accountable document owners (DRIs), and require the use of approved tracking mechanisms (e.g., JIRA and/or documented reminder workflows) to ensure timely completion of annual reviews and approvals. COPM will maintain centralized oversight to monitor review status and confirm that reviews, approvals, and updates are completed and documented in accordance with regulatory and internal requirements.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1045069,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025236,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 10:21:26 AM,Amber Malik,02/04/2026 11:11:10 AM,Amber Malik,active
1025239,In Progress,Counsel - Cash Compliance,1045069,Square Global Investigations (SIL) - Management will ensure procedures are reviewed in accordance with the Scheduled Review and Ad-Hoc Maintenance requirements and the applicable approval matrices.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Compliance Operations Program Management (COPM) will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square International Ltd. (SIL) SAR Investigations procedures in accordance with the Square Financial Crimes Operations Change Management Procedure Approval Matrix and documented review requirements.
 COPM will reinforce annual and ad-hoc review expectations, assign accountable DRIs, and require use of formal tracking mechanisms (e.g., JIRA and/or documented reminders) to ensure timely review and approval of SAR Investigations procedures. COPM will maintain ongoing oversight to validate that reviews are completed, approved, and retained as required.","Compliance Operations Program Management (COPM) will coordinate with designated Operations leads and procedure owners to complete the review and senior management approval of the identified Square International Ltd. (SIL) SAR Investigations procedures in accordance with the Square Financial Crimes Operations Change Management Procedure Approval Matrix and documented review requirements.
 COPM will reinforce annual and ad-hoc review expectations, assign accountable DRIs, and require use of formal tracking mechanisms (e.g., JIRA and/or documented reminders) to ensure timely review and approval of SAR Investigations procedures. COPM will maintain ongoing oversight to validate that reviews are completed, approved, and retained as required.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1045069,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025239,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 10:24:07 AM,Amber Malik,02/04/2026 11:11:35 AM,Amber Malik,active
1025241,In Progress,Counsel - Cash Compliance,1045073,"Management will update (SIL) SLA documentation, conduct transaction monitoring procedure reviews and perform training for transaction monitoring agents on revised requirements.",Self-Identified - Second Line of Defense (2LoD),"1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square International Ltd. (EU) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.","1. Management will formally confirm and document that the Capacity Model Operations Assumptions – October 2025 document is no longer used as an authoritative source for Transaction Monitoring SLAs. Transaction Monitoring SLA assumptions have been consolidated and are maintained by Data Analytics (CAX) and Workforce Management (WFM). Compliance Operations Program Management (COPM) will coordinate with CAX and WFM to validate that SLAs reflected in the Square TM Queue Tracker are accurate, current, and aligned with approved capacity models. 
 Control Enhancement - COPM will ensure that only approved and current sources are referenced for Transaction Monitoring SLAs and that retired or non-authoritative documentation is removed from operational use.
 2. Transaction Monitoring Review Procedure Updates
 COPM will conduct a comprehensive review and update of the Square International Ltd. (EU) Review Procedure | Square Transaction Monitoring to:
 - Ensure correct and complete links to Transaction Monitoring queues
 - Add the correct link to the “Possible Outcomes” section guidance for alert clearance
 - Remove references to retired or non-applicable documentation
 - Ensure procedural accuracy and consistency across referenced materials
 

 3. Training for documentation standards
 Following approval of updated documentation standards, all Transaction Monitoring agents will be trained on the revised requirements to ensure consistent application. Training will emphasize documentation elements and expectations for alert review commentary.",,,11/30/2026,11/30/2026,Rameez Siddiqi,Amber Malik,Anjali Khullar,,,,Valid,Issue Management | Issue Management Program | ID 1045073,,,11/30/2026,02/04/2026,,,11/30/2026,11/30/2026,In Progress,,FALSE,,,1025241,Action Plan,,,No,,,,,,,,,,,,,,,FALSE,01/27/2026 10:48:52 AM,Amber Malik,02/04/2026 11:13:14 AM,Amber Malik,active
1025911,Completed,"CS Direct, Complaints Management",1047072,SEL Merchant Cash Advance (MCA) - Customer Communications and Complaints Q4 2025 - Complaints Management,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"All finding related to agent user error. Issues identified have been addressed with the Complaint Manager responsible for reviewing the complaints, and expectations reset for future case handling.",GCMT to ensure action plan is completed.,,,01/01/2026,01/01/2026,Molly Kostecki,Fabio Manfroi,,,,,Valid,Issue Management | Issue Management Program | ID 1047072,,,01/01/2026,01/29/2026,,,01/01/2026,01/01/2026,Completed,01/29/2026,FALSE,,,1025911,Action Plan,Completed Action Plan,"Action Plan completed and validated. Documented evidence available below.
 https://drive.google.com/drive/folders/1REf2FUoqsPspUCZ309j-VSUnlt-4a8_f",Yes,Accept,"Action Plan completed and validated. Documented evidence available below.
 https://drive.google.com/drive/folders/1REf2FUoqsPspUCZ309j-VSUnlt-4a8_f",Fabio Manfroi,01/29/2026,,,,,,,,,,,FALSE,01/29/2026 9:24:27 PM,Fabio Manfroi,01/29/2026 9:30:09 PM,Fabio Manfroi,active
1025915,Completed,"CS Direct, Advocate Leadership",,SEL Merchant Cash Advance (MCA) - Customer Communications and Complaints Q4 2025 - Customer Success (Customer Success Advocate feedback),Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"● Restricted Terms
 Feedback and dedicated coaching on restricted terms provided to EU/UK CS Team on December. See Meeting Notes + Meeting Notes for records on when sessions were held. Individual Feedback was submitted via CS FeedbackBot to respective advocate Leads for coaching and can be found on this spreadsheet. 
 https://docs.google.com/document/d/1tZApBnnfZeYmy5UdGVyLIjojMk4DO15wSDShXhzJkoo/edit?tab=t.0#heading=h.y0o2g02eiitf
 https://docs.google.com/document/d/1pRlT6Ldc_3ZFaQItsAVyXCjgH2ED874Om31gRrT650E/edit?tab=t.0#heading=h.xyav6n1hdtc4
 https://docs.google.com/spreadsheets/d/1J6kom0k8QaeIqLu-wBMgrYQf-8qSIUPxi3BRtKq1EMU/edit?gid=61772853#gid=61772853
 

 ● Missed Complaint
 Feedback and dedicated coaching on missed complaints provided to EU/UK CS Team on December. See Meeting Notes + Meeting Notes for records on when sessions were held. Individual Feedback was submitted via CS FeedbackBot to respective advocate Leads for coaching and can be found on this spreadsheet. 
 https://docs.google.com/document/d/1tZApBnnfZeYmy5UdGVyLIjojMk4DO15wSDShXhzJkoo/edit?tab=t.0#heading=h.y0o2g02eiitf
 https://docs.google.com/document/d/1pRlT6Ldc_3ZFaQItsAVyXCjgH2ED874Om31gRrT650E/edit?tab=t.0#heading=h.xyav6n1hdtc4
 https://docs.google.com/spreadsheets/d/1J6kom0k8QaeIqLu-wBMgrYQf-8qSIUPxi3BRtKq1EMU/edit?gid=61772853#gid=61772853
 

 ● Customer Inquiry Handling
 Individual Feedback was submitted via CS FeedbackBot to respective advocate Leads for coaching and can be found on this spreadsheet. 
 https://docs.google.com/spreadsheets/d/1J6kom0k8QaeIqLu-wBMgrYQf-8qSIUPxi3BRtKq1EMU/edit?gid=61772853#gid=61772853
 

 ● Incorrect Unit Token Link
 Individual Feedback was submitted via CS FeedbackBot to respective advocate Leads for coaching and can be found on this spreadsheet. 
 https://docs.google.com/spreadsheets/d/1J6kom0k8QaeIqLu-wBMgrYQf-8qSIUPxi3BRtKq1EMU/edit?gid=61772853#gid=61772853",GCMT to ensure the Action Plan provided is completed.,,,01/01/2026,01/01/2026,Alberto Mariz,Fabio Manfroi,,,,,Valid,Issue Management | Issue Management Program | ID 1047075,,,06/01/2026,01/29/2026,,,01/01/2026,01/01/2026,Completed,01/29/2026,FALSE,,,1025915,Action Plan,Completed Action Plan,"Action Plan completed and validated. Documented evidence available below.
 https://drive.google.com/drive/folders/1aNU616f6UatIKsFMOWrwGMi661NZIkZ-",Yes,Accept,"Action Plan completed and validated. Documented evidence available below.
 https://drive.google.com/drive/folders/1aNU616f6UatIKsFMOWrwGMi661NZIkZ-",Fabio Manfroi,01/29/2026,,,,,,,,,,,FALSE,01/29/2026 9:57:45 PM,Fabio Manfroi,01/29/2026 10:03:39 PM,Fabio Manfroi,active
