ID,Status,Business Unit,Privacy Categorization,Issue Title,Issue Description,Date Issue Occurred,Date Issue Identified,Explanation for Delay in Issue Creation,Repeat Issue,Link Issues Below,Hyperlinks,Issue Source,Identifying Party,Related to an Incident,Incident ID,Engagement Title,Regulatory Reference ID,RCA Category,Date RCA Completed,RCA Description,Remediation Strategy,Issue Owner,Issue Approver,Issue Owner Record Manager,Issue Approver Record Manager,Interested Parties,fxValidateRoleAssignments,Impacted Countries,Impacted Business Area,Other Impacted Countries,Additional Impacted Areas,Impacted Ecosystems,Impacted Legal Entities,Impacted Subsidiaries,Impacted Products,Other Impacted Products,Impacted SubProducts,Risk Response,Issue Due Date,Not an Issue Justification,Date First Accepted,Date of Acceptance Renewal,Risk Acceptance Justification,Issue Severity Rating,Issue Type,Issue Rating Justification,Risk Domain,Customer Impact,Compliance Impact,Approval,Approved by,Date Approved,Issue Open Date,RCA To be Completed By,Validation Failure Count,Date Closed,Date of Last Progress Update,Issue Original Due Date,Issue Acceptance Count,Issue Due Date Extension Count,Issue Reassessment Count,Number of Action Plans,Number of Unresolved Action Plans,Issue Current Due Date,Issue ID,Date 30 After Identification,Issue Health Check,Issue Progress Updates,Issue Action Plans,Issue Acceptance,Issue Date Extensions,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Issue Record Complete,Internal Validation - Action Plans,Internal Validation - Remediation,Internal Validation - Record Completeness,Confirm Internal Validation,Issue Internal Validation Justification,Issue Internal Validation Sign-Off,Issue Internal Validation Sign-off Date,Create Date,Created By,Last Modified Date,Last Modified By,System Status,Module
1208736,Closed,Cash App,,Federal Violations #1Required Action #3 - Anti-Money Laundering Program - Improve Cryptocurrency Tracing,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Appropriately trace the flow of cryptocurrencies on the blockchain to understand and distinguish funds from legitimate or criminal activity sources (darknet, mixers, etc.).",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Jason Liberman,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,12/06/2023,,,,,,,,,,,"No MAP - If the ROE is suggesting that Block has a deficiency in this area, we do not understand the basis for such a finding and we respectfully request clarification from the examiners (1256282)",,,,,No MAP.,,,,,,,,,02/25/2025 1:52:48 PM,Shantnu Chandel,07/10/2025 2:22:21 AM,Kathryn Hemlock,active,Legacy Module
1208738,Closed,Cash App,,Federal Violations #1Required Action #4 - Anti-Money Laundering Program - Suspcious Activity Account Termination Part 1,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Review the methodologies used in determining whether to terminate selected accounts associated with suspicious activity within the customer’s profile while allowing connected accounts to remain open. Furthermore, these customers are not blocked from opening new accounts.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Adrian Gardner,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,01/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,01/31/2024,,,,,,,,,,,Ensure that the recently implemented enhancements to controls that apply to restricted accounts and the onboarding process are appropriately documented. (1256284),,,,,,,,,,,,,,02/25/2025 1:52:48 PM,Shantnu Chandel,07/10/2025 4:48:01 AM,Kathryn Hemlock,active,Legacy Module
1208740,Closed,Cash App,,Federal Violations #1Required Action #4 - Anti-Money Laundering Program - Suspcious Activity Account Termination Part 2,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Review the methodologies used in determining whether to terminate selected accounts associated with suspicious activity within the customer’s profile while allowing connected accounts to remain open. Furthermore, these customers are not blocked from opening new accounts.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,John Alfano,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,03/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,03/31/2024,,,,,,,,,,,Ensure that recently implemented enhancements to controls that apply to restricted accounts and the onboarding process are appropriately tested. (1256286),,,,,,,,,,,,,,02/25/2025 1:52:48 PM,Shantnu Chandel,07/10/2025 4:48:53 AM,Kathryn Hemlock,active,Legacy Module
1208742,Closed,Cash App,,"Federal Violations #1
 Required Action #5 - Anti-Money Laundering Program - Improve Documentation for eIDV and dIDV Part 1","Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance the customer onboarding policies and procedures to include additional documentation for instances where eIDV cannot confirm the customer’s name, DOB, SSN, etc.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Jason Liberman,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,01/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,01/31/2024,,,,,,,,,,,Evaluate current policy and processes used to compare documents submitted during document Identity Verification (dIDV) with the information submitted during electronic Identity Verification (eIDV). (1256288),,,,,,,,,,,,,,02/25/2025 1:52:48 PM,Shantnu Chandel,03/01/2025 6:58:30 AM,Shantnu Chandel,active,Legacy Module
1208744,Closed,Cash App,,"Federal Violations #1
 Required Action #5 - Anti-Money Laundering Program - Improve Documentation for eIDV and dIDV Part 2","Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance the customer onboarding policies and procedures to include additional documentation for instances where eIDV cannot confirm the customer’s name, DOB, SSN, etc.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Jason Liberman,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,03/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,03/31/2024,,,,,,,,,,,"Based on the evaluation, add or modify controls to ensure any residual risk identified is mitigated to an acceptable level. (1256290)",,,,,,,,,,,,,,02/25/2025 1:52:48 PM,Shantnu Chandel,03/01/2025 6:58:30 AM,Shantnu Chandel,active,Legacy Module
1208746,Closed,Cash App,,Federal Violations #1Required Action #6 - Anti-Money Laundering Program - Enhance TM and EDD procedures Part 1,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance transaction monitoring rules and enhanced due diligence procedures to include all users before implementing the new machine learning risk scoring model to adequately and timely detect illicit activity such as drug sales and illegal gambling, including activity that violates the terms of service.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Adrian Gardner,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/31/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,03/04/2025,,12/31/2023,,,,,,,,,,,Enhance EDD processes to generate alerts for restricted accounts based on high risk aCRR ratings. (1256292),,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/04/2025 8:10:25 AM,Kathryn Hemlock,active,Legacy Module
1208748,Closed,Cash App,,"Federal Violations #1
 Required Action #6 - Anti-Money Laundering Program - Enhance TM and EDD procedures Part 2","Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance transaction monitoring rules and enhanced due diligence procedures to include all users before implementing the new machine learning risk scoring model to adequately and timely detect illicit activity such as drug sales and illegal gambling, including activity that violates the terms of service.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Michael Roemer,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,03/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,03/31/2024,,,,,,,,,,,"Enhance the SAR investigation process, bearing in mind improvements in overall precision of reported activity in our filings. (1256294)",,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/01/2025 6:58:30 AM,Shantnu Chandel,active,Legacy Module
1208750,Closed,Cash App,,"Federal Violations #1
 Required Action #6 - Anti-Money Laundering Program - Enhance TM and EDD procedures Part 3","Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance transaction monitoring rules and enhanced due diligence procedures to include all users before implementing the new machine learning risk scoring model to adequately and timely detect illicit activity such as drug sales and illegal gambling, including activity that violates the terms of service.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Ralph Soto,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,07/01/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,07/01/2024,,,,,,,,,,,Increase quality oversight focusing on the gambling typology in line with the investigative changes. (1256296),,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/01/2025 6:58:31 AM,Shantnu Chandel,active,Legacy Module
1208752,Closed,Block,,Federal Violations #1Required Action #6 - Anti-Money Laundering Program - Enhance TM and EDD procedures Part 4,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Enhance transaction monitoring rules and enhanced due diligence procedures to include all users before implementing the new machine learning risk scoring model to adequately and timely detect illicit activity such as drug sales and illegal gambling, including activity that violates the terms of service.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Scott Maher,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,09/01/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,03/15/2025,,09/01/2024,,,,,,,,,,,Enhance the technology tools used by our suspicious transaction investigations teams (1256298),,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/15/2025 6:34:25 AM,Kathryn Hemlock,active,Legacy Module
1208754,Closed,Cash App,,Federal Violations #1Required Action #7 - Anti-Money Laundering Program - Develop Controls for Recycled Email/Phone Numbers,"Finding: The Licensee is in violation of Title 31 CFR Section 1022.210(a), which states:
 (a) Each money services business, as defined by § 1010.100(ff) of this chapter, shall develop, implement, and maintain an effective anti-money laundering program. An effective anti-money laundering program is one that is reasonably designed to prevent the money services business from being used to facilitate money laundering and the financing of terrorist activities.
 

 Management Required Action: Develop policies, procedures, and internal controls to identify the use of recycled phone numbers or email addresses, including the ability for banned customers to open new unverified accounts, also referred to as “Green Accounts”.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Jason Liberman,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,01/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,01/31/2024,,,,,,,,,,,"Response: Please see the responses above to the 2nd and 4th required actions, which discuss controls to prevent bad actors from opening new restricted accounts (1256300)",,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,07/10/2025 5:01:40 AM,Kathryn Hemlock,active,Legacy Module
1208756,Closed,Cash App,,Federal Violations #2 - Consumer Financial Protection Bureau - Ensure Reg E Compliance for International Remittances,"Finding: Foreign Remittance Receipts - Date Available
 The Licensee is in violation of Title 12 CFR Section 1005.31(b)(2)(ii) for failure to issue a receipt for remittance transfers that discloses to the sender the date in the foreign country on which the funds will be available to the designated recipient, using the term “Date Available” or a substantially similar term. Customer receipts issued by the Licensee state that funds will be available in the recipient’s Cash App immediately. As the Remittance Rule requires, the receipt does not give an exact date when the funds will be available. Per the CFPB guidance, the Licensee may disclose the latest date on which the funds will be available. The Licensee may also disclose that funds “may be available sooner” or use a substantially similar term to inform senders that funds may be available to the designated recipient on a date earlier than the date disclosed.
 

 Management Required Action: Update the international remittance receipt to comply with Title 12 CFR Section 1005.31(b) requirements. Develop policies and procedures for error resolution as required under Title 12 CFR Section 1005.33(g). Furthermore, inform the participating states of any extraordinary events occurring from the aforementioned CFPB investigation.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Alana Joyce,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,12/06/2023,,,,,,,,,,,None: Block appreciates the examiner’s recognition of Cash App’s policies and procedures (1256302),,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,07/10/2025 5:05:26 AM,Kathryn Hemlock,active,Legacy Module
1208758,Closed,Block,,Federal Violations #3 - Office of Foreign Assets Control - Ensure Timely OFAC Reporting Part 1,"Finding: A review of the 2022 audit report revealed that the Licensee failed to timely report 21 transactions (18 Cash App and three Square managed payments) rejected for sanctions match to OFAC within the ten-day reporting deadline. Twenty of the transactions were rejected timely, but reported to OFAC outside the ten-day window. In contrast, the remaining transaction was initiated by a Cash App user 72 days before its rejection and reported to OFAC one day post-rejection. All rejected transactions were reported to OFAC between 16 - 97 days after the initial transaction date. 
 

 Additionally, examiners provided a list of four names to test the effectiveness of the Licensee’s transaction screening against sanctioned lists. Two of the names provided were slightly altered, with the remaining names being recently removed from the Specially Designated Nationals and Blocked Persons List (SDN); however, none were flagged within the Licensee’s sanctions screening. The two names that should have been flagged for review received a fuzzy logic score of 92 or above, according to the OFAC’s website.
 

 Management Required Action: Ensure blocked and rejected transactions are reported to OFAC timely as required under 31 CFR 501.603 and 501.604. Failure to timely report blocked and rejected transactions also expose the Licensee to fines and penalties. Furthermore, review the OFAC screening software to understand why these names were not flagged and take corrective actions to ensure all sanctioned names are identified correctly. The Licensee should also determine the acceptable risk level for OFAC screening within its AML Program.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Faisal Sohail,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/31/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/31/2023,,,,,,,,,,,Automate metrics related to OFAC reporting to identify reporting trends and to ensure applicable reporting deadlines are being followed. (1256304),,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/01/2025 6:58:31 AM,Shantnu Chandel,active,Legacy Module
1208760,Closed,Block,,Federal Violations #3 - Office of Foreign Assets Control - Ensure Timely OFAC Reporting Part 2,"Finding: A review of the 2022 audit report revealed that the Licensee failed to timely report 21 transactions (18 Cash App and three Square managed payments) rejected for sanctions match to OFAC within the ten-day reporting deadline. Twenty of the transactions were rejected timely, but reported to OFAC outside the ten-day window. In contrast, the remaining transaction was initiated by a Cash App user 72 days before its rejection and reported to OFAC one day post-rejection. All rejected transactions were reported to OFAC between 16 - 97 days after the initial transaction date. 
 

 Additionally, examiners provided a list of four names to test the effectiveness of the Licensee’s transaction screening against sanctioned lists. Two of the names provided were slightly altered, with the remaining names being recently removed from the Specially Designated Nationals and Blocked Persons List (SDN); however, none were flagged within the Licensee’s sanctions screening. The two names that should have been flagged for review received a fuzzy logic score of 92 or above, according to the OFAC’s website.
 

 Management Required Action: Ensure blocked and rejected transactions are reported to OFAC timely as required under 31 CFR 501.603 and 501.604. Failure to timely report blocked and rejected transactions also expose the Licensee to fines and penalties. Furthermore, review the OFAC screening software to understand why these names were not flagged and take corrective actions to ensure all sanctioned names are identified correctly. The Licensee should also determine the acceptable risk level for OFAC screening within its AML Program.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Faisal Sohail,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,01/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/09/2025,,01/31/2024,,,,,,,,,,,Consulting firm will complete independent analysis of LexisNexis Bridger to assess effectiveness of sanctions screening configurations and thresholds. (1256306),,,,,This issue was risk accepted.,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,07/09/2025 2:24:40 AM,Kathryn Hemlock,active,Legacy Module
1208762,On Hold (FTI),Cash App,,Joint Other Findings/Recommendations #1 - Funds Transfer Rules - Comply with Travel Rule for BTC Withdrawals,"Finding: The Licensee has not developed policies or procedures for collecting the required information from its customers to comply with the Funds Travel Rule 31 CFR 1010.410(e) & (f) for transmitting VC equivalent to $3,000 or more. To mitigate the risk of non-compliance, the Licensee implemented a $2,000 transaction limit for BTC withdrawals. However, as previously discussed, customers can create multiple accounts. Additionally, the Licensee does not have policies and procedures to identify whether the sender owns and controls the external wallet address.
 

 Management Required Action: Develop policies, procedures, and internal controls to prevent customers from circumventing the BTC withdrawal limits, including the required recordkeeping information related to the Funds Transfer and Funds Travel Rule under 31 CFR 1010.410(e) & (f). Management must also detail how the Company plans to comply with this requirement.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Jason Liberman,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,03/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,,,03/31/2024,,,,,,,,,,,"Review existing practices for complying with the Funds Travel Rule and develop any additional policies, procedures, or controls that may be appropriate. (1256308)",,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,03/15/2025 6:32:16 AM,Kathryn Hemlock,active,Legacy Module
1208764,Closed,Block,,Joint Other Findings/Recommendations #2 - Verification of Digital Assets - Ensure Digital Assets Go Through Financial Audit,"Finding: The notes to the audited financial statements briefly describe the digital assets held on customers’ behalf, totaling $427.2 million and $726.4 million on December 31, 2022, and March 31, 2023, respectively. Furthermore, the Licensee provides its external auditors, Ernst & Young (EY), quarterly de minimis test reports to demonstrate its control of, and custody over, the BTC stored in their wallets. However, the results of these tests were excluded from EY’s financial audit report in 2022. Additionally, no documentation of EY’s review and subsequent verification of Block’s BTC holdings was provided during the examination. EY’s review of the Licensee’s digital assets is not included in the scope of the auditor’s engagement letter. Notably, wallet balances were reviewed during the examination. Additionally, examiners reviewed the custody tests provided to EY to evidence control/ownership of the private keys.
 

 Management Required Action: Ensure financial audits or other verifications by a qualified and credentialed third-party firm are conducted on all digital assets, including detailed formal reporting of all totals, as well as verification of the methodologies used. The Licensee is also advised to review the aforementioned HB 1666 to ensure compliance with Texas digital asset service provider requirements.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Ajmere Dale,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,12/06/2023,,,,,,,,,,,"No MAP - Ernst and Young, Block’s financial auditor, provides an audit opinion covering Block’s financial statements (1256310)",,,,,,,,,,,,,,02/25/2025 1:52:49 PM,Shantnu Chandel,07/10/2025 5:06:00 AM,Kathryn Hemlock,active,Legacy Module
1208766,Closed,Block,,"Joint Other Findings/Recommendations #3 - Bank Account Title - Ensure Bank Accounts are Titled in the Name of Block, Inc.","Finding: On December 31, 2021, Block changed to its current name from Square, Inc. Examiners sampled four bank accounts for ownership verification and noted that the bank statements of two Wells Fargo bank accounts are still titled under the name of Square, Inc. Per management, the signature cards of the two accounts had not been updated to reflect the name change. In addition, examiners noted the investment account with Clearwater is also titled under Square, Inc.
 

 Management Required Action: Review and update all bank and investment accounts and ensure the current name is consistently applied to all accounts.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,E.K. McWilliams,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,"No MAP - Block has reviewed all relevant Wells Fargo bank accounts and has updated the accounts to be titled under the name Block, Inc. (1256312)",,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:32 AM,Shantnu Chandel,active,Legacy Module
1208768,Closed,Block,,Joint Other Findings/Recommendations #4 - Management Action Plans - Track and Manage MAPs,"Finding: Examiners’ review of the management action plan (MAP) revealed several findings from the 2021 joint examination that appeared to be in progress. Management communicated that the findings have all been remediated in some form, but the MAP has not been updated to reflect the corrective actions that have been implemented.
 

 Management Required Action: Ensure corrective actions are noted and updated within the MAP tracker. Keeping an up-to-date MAP ensures that findings and remediation are not being overlooked.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,04/30/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,04/30/2024,,,,,,,,,,,Expand current issues management processes to more comprehensively track corrective actions in response to regulatory exam findings to conclusion. (1256314),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:32 AM,Shantnu Chandel,active,Legacy Module
1208770,Closed,Block,,Joint Violation #1 - Failed to Timely Report Director Changes - Report Timely Officer/Director Changes Part 1,"Finding: A review of the NMLS revealed that the Licensee failed to timely report changes in officers and directors to the participating states.
 

 Management Required Action: Ensure changes to officers and directors are reported timely to the participating states.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Sarah Edwards,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/31/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/31/2023,,,,,,,,,,,Update and formalize Block’s money transmission licensing reporting procedures with specific steps for notification of officer and director changes in NMLS and outside NMLS. (1256316),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:32 AM,Shantnu Chandel,active,Legacy Module
1208772,Closed,Block,,Joint Violation #1 - Failed to Timely Report Director Changes - Report Timely Officer/Director Changes Part 2,"Finding: A review of the NMLS revealed that the Licensee failed to timely report changes in officers and directors to the participating states.
 

 Management Required Action: Ensure changes to officers and directors are reported timely to the participating states.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,01/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,01/31/2024,,,,,,,,,,,Update procedures based on 50-state survey of notification requirements. (1256318),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:32 AM,Shantnu Chandel,active,Legacy Module
1208774,Closed,Block,,MA Violation #1 - Failed to Maintain Adequate Bond Coverage - Mantain Adequate Bond Coverage for MA,"Finding: The Massachusetts Division of Banks (MADOB)’s regulation 209 CMR 45.03(3)(a) requires each foreign transmittal licensee to maintain a bond or security equal to at least twice the weekly average amount of transactions, or a minimum of $50,000, whichever is greater. Further, as advised in the MADOB’s Annual Report (AR), licensees must periodically review remittance activity and bond coverage throughout the year and increase the bond amount (if necessary) to ensure adequate coverage.
 

 Management Required Action: Review its Massachusetts remittance activity regularly, and at least quarterly, to ensure the minimum required bond coverage is maintained.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,"No MAP - Block is committed to preventing future bonding issues and accordingly, Block has updated its procedures to review our volume against the bond requirements on a quarterly basis. (1256320)",,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:32 AM,Shantnu Chandel,active,Legacy Module
1208776,Closed,Block,,MA Violation #2 - Failed to File Accurate Annual Reports - File Accurate Annual Report for MA,"Finding: The MADOB’s regulation 209 CMR 45.12(4) requires foreign transmittal agencies to file an AR with the Commissioner, on or before March 31st of each year, for the preceding calendar year. A review of the Licensee’s 2021 AR revealed discrepancies related to the total amount received for remittance abroad and the required bond amount. Specifically, the total amount received for transmission abroad, as reported on its 2021 AR, differed from transmission figures reported on MSB Call Reports (MSBCRs) and Schedule B submitted to the MADOB.
 

 Management Required Action: Going forward, ensure all information reported on the ARs is accurate.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,"No MAP - Block is committed to accuracy in its reporting and has updated its procedures, adding additional instruction to confirm that both Schedules of the MADOB annual report and the MSBCRs align (1256322)",,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:33 AM,Shantnu Chandel,active,Legacy Module
